,address,apartment_size,begin_date,category,created_at,district1,id,latitude,longitude,name,normalized_price,number_of_bedrooms,occupied_dates,provider_code,city_code
176,Reguliersgracht 114,85.0,2018-02-16,apartment,2018-01-13T06:07:55,amsterdam-centrum,908966,52.36068489,4.89587165,3 rooms apartment in Reguliersgracht 114,1950.0,3,[],pararius,amsterdam
178,Prinsengracht 130,71.0,2018-02-16,apartment,2018-01-12T10:28:20,amsterdam-centrum,907485,52.37589523,4.88377852,2 rooms apartment in Prinsengracht 130,1750.0,2,[],pararius,amsterdam
182,Brouwersgracht,90.0,2018-02-16,apartment,2018-01-20T06:13:34,amsterdam-centrum,935039,52.37972912,4.88924255,2 rooms apartment in Brouwersgracht,2000.0,2,[],pararius,amsterdam
186,Keizersgracht 412,57.0,2018-02-16,apartment,2018-02-13T06:03:25,amsterdam-centrum,1030537,52.36861622,4.88402264,2 rooms apartment in Keizersgracht 412,1500.0,2,[],pararius,amsterdam
194,B. Merkelbachsingel,170.0,2018-02-16,apartment,2017-12-24T08:05:35,amsterdam-noord,844407,52.406657200000005,4.93483925,5 rooms apartment in B. Merkelbachsingel,2100.0,5,[],pararius,amsterdam
195,Vechtstraat,85.0,2018-02-16,apartment,2017-12-16T08:24:12,amsterdam-zuid,822173,52.34795256,4.90542006,3 rooms apartment in Vechtstraat,1675.0,3,[],pararius,amsterdam
199,Westerdok,55.0,2018-02-16,apartment,2018-01-30T06:04:46,amsterdam-centrum,979346,52.38478164,4.89172691,3 rooms apartment in Westerdok,1550.0,3,[],pararius,amsterdam
200,Honthorststraat,140.0,2018-02-16,apartment,2018-01-11T11:08:37,amsterdam-zuid,901709,52.35751539,4.88591005,4 rooms apartment in Honthorststraat,3200.0,4,[],pararius,amsterdam
201,Veemkade,108.0,2018-02-16,apartment,2018-01-21T06:37:25,amsterdam-oost,936679,52.37631661,4.9254222,2 rooms apartment in Veemkade,1494.0,2,[],pararius,amsterdam
202,Haarlemmerstraat,60.0,2018-02-16,apartment,2018-01-03T07:22:38,amsterdam-centrum,861058,52.380313799999996,4.89149777,4 rooms apartment in Haarlemmerstraat,2250.0,4,[],pararius,amsterdam
206,Courbetstraat,72.0,2018-02-16,apartment,2018-02-01T06:29:41,amsterdam-zuid,987266,52.34528237,4.8690541,2 rooms apartment in Courbetstraat,1800.0,2,[],pararius,amsterdam
207,Ferdinand Bolstraat,70.0,2018-02-16,apartment,2017-10-22T07:02:40,amsterdam-zuid,617977,52.35297722,4.89086343,2 rooms apartment in Ferdinand Bolstraat,2100.0,2,[],pararius,amsterdam
208,Johan Huizingalaan,89.0,2018-02-16,apartment,2017-12-15T08:28:34,amsterdam-nieuw-west,816892,52.35491772,4.82769471,3 rooms apartment in Johan Huizingalaan,1020.0,3,[],pararius,amsterdam
209,Westerdok,55.0,2018-02-16,apartment,2018-01-30T06:04:46,amsterdam-centrum,979346,52.38478164,4.89172691,3 rooms apartment in Westerdok,1550.0,3,[],pararius,amsterdam
210,Winthontstraat,75.0,2018-02-16,apartment,2017-12-23T01:52:13,amsterdam-centrum,837644,52.38441703,4.89265635,3 rooms apartment in Winthontstraat,1900.0,3,[],pararius,amsterdam
211,Tweede Helmersstraat,75.0,2018-02-16,apartment,2017-10-21T07:11:28,amsterdam-west,613301,52.36499551,4.87802944,2 rooms apartment in Tweede Helmersstraat,1630.0,2,[],pararius,amsterdam
212,Voetboogstraat,120.0,2018-02-16,apartment,2017-10-21T07:37:30,amsterdam-centrum,614832,52.36846455,4.89067579,3 rooms apartment in Voetboogstraat,2500.0,3,[],pararius,amsterdam
214,G.J.M. Sarlemijnstraat,97.0,2018-02-16,apartment,2018-02-02T06:26:17,amsterdam-nieuw-west,992550,52.37307876,4.82111331,4 rooms apartment in G.J.M. Sarlemijnstraat,1750.0,4,[],pararius,amsterdam
215,Cas Oorthuyskade,102.0,2018-02-16,apartment,2017-12-23T10:25:10,amsterdam-oost,838839,52.36021908,4.98965438,3 rooms apartment in Cas Oorthuyskade,1239.0,3,[],pararius,amsterdam
216,De Boelelaan,76.0,2018-02-16,apartment,2018-02-15T07:15:22,amsterdam-zuid,1037683,52.33477299,4.87463469,3 rooms apartment in De Boelelaan,1293.0,3,[],pararius,amsterdam
217,Kempenlaan,85.0,2018-02-16,apartment,2018-01-27T06:53:46,amsterdam-nieuw-west,963135,52.34559746,4.80901281,2 rooms apartment in Kempenlaan,1400.0,2,[],pararius,amsterdam
218,Madurastraat,75.0,2018-02-16,apartment,2018-01-12T09:44:05,amsterdam-oost,907341,52.36439602,4.93397355,3 rooms apartment in Madurastraat,1550.0,3,[],pararius,amsterdam
219,Burgemeester Fockstraat,65.0,2018-02-16,apartment,2017-10-21T07:38:08,amsterdam-nieuw-west,614870,52.38353775,4.83407545,3 rooms apartment in Burgemeester Fockstraat,1450.0,3,[],pararius,amsterdam
220,Burgemeester Fockstraat,65.0,2018-02-16,apartment,2017-10-21T07:38:08,amsterdam-nieuw-west,614870,52.38353775,4.83407545,3 rooms apartment in Burgemeester Fockstraat,1450.0,3,[],pararius,amsterdam
223,Lauriergracht 69,42.0,2018-02-16,apartment,2018-01-23T06:02:09,amsterdam-centrum,943257,52.37096195,4.87979644,2 rooms apartment in Lauriergracht 69,1500.0,2,[],pararius,amsterdam
225,Montfoorthof,110.0,2018-02-16,apartment,2017-11-22T03:08:55,amsterdam-zuidoost,692712,52.29633105,4.97045061,5 rooms apartment in Montfoorthof,1400.0,5,[],pararius,amsterdam
226,Ferguutstraat,55.0,2018-02-16,apartment,2018-01-12T09:55:36,amsterdam-west,907396,52.3773342,4.85521259,2 rooms apartment in Ferguutstraat,1400.0,2,[],pararius,amsterdam
228,Govert Flinckstraat 247,45.0,2018-02-16,apartment,2018-01-25T07:09:55,amsterdam-zuid,951236,52.3562536,4.89796109,2 rooms apartment in Govert Flinckstraat 247,1450.0,2,[],pararius,amsterdam
230,Jacob van Lennepstraat,35.0,2018-02-16,apartment,2018-01-24T15:29:14,amsterdam-west,949802,52.3658782,4.87223452,2 rooms apartment in Jacob van Lennepstraat,1400.0,2,[],pararius,amsterdam
233,Koninginneweg,118.0,2018-02-16,apartment,2017-10-21T07:02:19,amsterdam-zuid,612749,52.35382434,4.86455356,3 rooms apartment in Koninginneweg,1975.0,3,[],pararius,amsterdam
235,Henri Dunantstraat,115.0,2018-02-16,apartment,2017-10-21T07:46:54,amsterdam-nieuw-west,615385,52.34808542,4.82948838,4 rooms apartment in Henri Dunantstraat,1431.0,4,[],pararius,amsterdam
236,Koninginneweg,150.0,2018-02-16,apartment,2017-10-21T06:58:47,amsterdam-zuid,612528,52.3535872,4.86499404,5 rooms apartment in Koninginneweg,3950.0,5,[],pararius,amsterdam
238,C. van Eesterenlaan,110.0,2018-02-16,apartment,2017-11-30T09:00:18,amsterdam-oost,708504,52.37026251,4.93803971,3 rooms apartment in C. van Eesterenlaan,1900.0,3,[],pararius,amsterdam
239,Celebesstraat,63.0,2018-02-16,apartment,2018-02-02T06:24:07,amsterdam-oost,992396,52.35913297,4.93495214,2 rooms apartment in Celebesstraat,1400.0,2,[],pararius,amsterdam
240,C. van Eesterenlaan,110.0,2018-02-16,apartment,2017-11-30T09:00:18,amsterdam-oost,708504,52.37026251,4.93803971,3 rooms apartment in C. van Eesterenlaan,1900.0,3,[],pararius,amsterdam
241,Van Suchtelen van de Haarestraat,110.0,2018-02-16,apartment,2017-10-21T07:58:19,amsterdam-nieuw-west,616040,52.35737923,4.80326642,4 rooms apartment in Van Suchtelen van de Haarestraat,1600.0,4,[],pararius,amsterdam
245,Woestduinstraat,65.0,2018-02-16,apartment,2018-01-26T07:54:46,amsterdam-zuid,957392,52.35358135,4.84765921,2 rooms apartment in Woestduinstraat,1500.0,2,[],pararius,amsterdam
247,Elisabeth Boddaertstraat,115.0,2018-02-16,apartment,2017-10-21T07:43:53,amsterdam-nieuw-west,615219,52.347918,4.83015353,4 rooms apartment in Elisabeth Boddaertstraat,1380.0,4,[],pararius,amsterdam
249,KNSM-laan,106.0,2018-02-16,apartment,2017-10-21T08:19:23,amsterdam-oost,617330,52.37753003,4.94426641,3 rooms apartment in KNSM-laan,1750.0,3,[],pararius,amsterdam
250,Frieslandstraat,75.0,2018-02-16,apartment,2017-12-31T07:16:05,amsterdam-zuid,856117,52.33343269,4.87645475,3 rooms apartment in Frieslandstraat,1650.0,3,[],pararius,amsterdam
252,Quellijnstraat,75.0,2018-02-16,apartment,2017-10-21T08:05:11,amsterdam-zuid,616457,52.35672116,4.8900364000000005,2 rooms apartment in Quellijnstraat,3999.0,2,[],pararius,amsterdam
257,Ecuplein,95.0,2018-02-16,apartment,2018-02-04T06:43:21,amsterdam-nieuw-west,1000868,52.34924495,4.78526228,4 rooms apartment in Ecuplein,1800.0,4,[],pararius,amsterdam
258,Kuinderstraat 41,60.0,2018-02-16,apartment,2018-01-28T06:33:58,amsterdam-zuid,968519,52.34146661,4.90620948,3 rooms apartment in Kuinderstraat 41,1450.0,3,[],pararius,amsterdam
260,Hoofdweg,56.0,2018-02-16,apartment,2017-12-23T01:56:12,amsterdam-west,837669,52.37185973,4.84903746,2 rooms apartment in Hoofdweg,1500.0,2,[],pararius,amsterdam
262,Van Ostadestraat,55.0,2018-02-16,apartment,2017-12-29T15:19:54,amsterdam-zuid,851287,52.35356968,4.90097033,2 rooms apartment in Van Ostadestraat,1600.0,2,[],pararius,amsterdam
263,Reguliersdwarsstraat,105.0,2018-02-16,apartment,2018-01-27T06:53:35,amsterdam-centrum,963118,52.36594785,4.89494711,3 rooms apartment in Reguliersdwarsstraat,1700.0,3,[],pararius,amsterdam
264,Houtmankade,42.0,2018-02-16,apartment,2018-01-10T14:32:28,amsterdam-west,899613,52.39037645,4.88454419,2 rooms apartment in Houtmankade,1285.0,2,[],pararius,amsterdam
265,Saxen-Weimarlaan 12,82.0,2018-02-16,apartment,2017-10-21T07:13:19,amsterdam-zuid,613412,52.35394471,4.85646176,4 rooms apartment in Saxen-Weimarlaan 12,2150.0,4,[],pararius,amsterdam
268,Valeriusterras,75.0,2018-02-16,apartment,2018-02-04T06:45:51,amsterdam-zuid,1000946,52.35126361,4.86392058,3 rooms apartment in Valeriusterras,1800.0,3,[],pararius,amsterdam
275,Nieuwpoortstraat,83.0,2018-02-16,apartment,2017-11-28T08:11:50,amsterdam-west,705320,52.38434292,4.85732379,3 rooms apartment in Nieuwpoortstraat,1750.0,3,[],pararius,amsterdam
276,Anna Blamansingel,105.0,2018-02-16,apartment,2017-10-31T07:48:09,amsterdam-zuidoost,647690,52.31630572,4.94669543,3 rooms apartment in Anna Blamansingel,1550.0,3,[],pararius,amsterdam
280,Rudi Bloemgartensingel,78.0,2018-02-16,apartment,2017-11-23T06:50:24,amsterdam-nieuw-west,697392,52.35414006,4.78286201,3 rooms apartment in Rudi Bloemgartensingel,818.0,3,[],pararius,amsterdam
284,Prinsengracht 192,135.0,2018-02-16,apartment,2017-11-03T06:33:06,amsterdam-centrum,656204,52.37356265,4.88265959,2 rooms apartment in Prinsengracht 192,3925.0,2,[],pararius,amsterdam
285,Jasonstraat 51,70.0,2018-02-16,apartment,2017-11-07T10:46:19,amsterdam-zuid,671127,52.3431421,4.86064113,3 rooms apartment in Jasonstraat 51,1700.0,3,[],pararius,amsterdam
286,Herengracht,88.0,2018-02-16,apartment,2018-01-15T09:00:45,amsterdam-centrum,915854,52.37169531,4.88739443,3 rooms apartment in Herengracht,1875.0,3,[],pararius,amsterdam
289,Keizersgracht,65.0,2018-02-16,apartment,2017-10-21T07:11:55,amsterdam-centrum,613331,52.36371249,4.8912575,2 rooms apartment in Keizersgracht,1600.0,2,[],pararius,amsterdam
290,Noordermarkt,40.0,2018-02-16,apartment,2017-10-21T06:57:01,amsterdam-centrum,612404,52.38015309,4.88747535,2 rooms apartment in Noordermarkt,1700.0,2,[],pararius,amsterdam
291,Henri Dunantstraat,115.0,2018-02-16,apartment,2017-10-21T07:43:15,amsterdam-nieuw-west,615181,52.34810089,4.83004517,4 rooms apartment in Henri Dunantstraat,1365.0,4,[],pararius,amsterdam
292,Winthontstraat,65.0,2018-02-16,apartment,2018-01-16T06:16:25,amsterdam-centrum,920313,52.38441703,4.89265635,3 rooms apartment in Winthontstraat,1750.0,3,[],pararius,amsterdam
293,Bellamystraat,140.0,2018-02-16,apartment,2017-11-18T07:27:33,amsterdam-west,686765,52.36683289,4.86448575,3 rooms apartment in Bellamystraat,2850.0,3,[],pararius,amsterdam
294,Nieuwe Leliestraat,70.0,2018-02-16,apartment,2017-10-21T07:13:05,amsterdam-centrum,613401,52.37541939,4.88178672,2 rooms apartment in Nieuwe Leliestraat,2000.0,2,[],pararius,amsterdam
298,Nieuwe Achtergracht 103,56.0,2018-02-16,apartment,2018-01-19T06:18:05,amsterdam-centrum,928828,52.36312365,4.90980653,2 rooms apartment in Nieuwe Achtergracht 103,1650.0,2,[],pararius,amsterdam
300,Linnaeusstraat,100.0,2018-02-16,apartment,2017-12-01T08:42:24,amsterdam-oost,710758,52.3623721,4.92424604,3 rooms apartment in Linnaeusstraat,3000.0,3,[],pararius,amsterdam
304,Windjammerdijk,182.0,2018-02-16,apartment,2017-11-02T07:22:52,amsterdam-oost,655540,52.36524435,4.98467624,4 rooms apartment in Windjammerdijk,1710.0,4,[],pararius,amsterdam
306,George Gershwinlaan 235,130.0,2018-02-16,apartment,2017-11-10T06:22:45,amsterdam-zuid,674875,52.33585225,4.87272951,3 rooms apartment in George Gershwinlaan 235,3200.0,3,[],pararius,amsterdam
308,Haarlemmer Houttuinen 13,90.0,2018-02-16,apartment,2017-10-21T07:21:59,amsterdam-centrum,613915,52.38052962,4.89243711,2 rooms apartment in Haarlemmer Houttuinen 13,2150.0,2,[],pararius,amsterdam
309,Nieuwezijds Kolk 10,67.0,2018-02-16,apartment,2018-02-02T06:24:06,amsterdam-centrum,992392,52.37636419,4.89484619,3 rooms apartment in Nieuwezijds Kolk 10,1750.0,3,[],pararius,amsterdam
310,Amsteldijk,95.0,2018-02-16,apartment,2018-01-17T07:02:57,amsterdam-zuid,922064,52.34665487,4.91123109,2 rooms apartment in Amsteldijk,1750.0,2,[],pararius,amsterdam
313,Rapenburg,50.0,2018-02-16,apartment,2018-01-18T06:41:04,amsterdam-centrum,926972,52.37191363,4.90758273,2 rooms apartment in Rapenburg,1600.0,2,[],pararius,amsterdam
314,Warmoesstraat 12,70.0,2018-02-16,apartment,2017-10-21T07:17:39,amsterdam-centrum,613653,52.37614845,4.89918084,2 rooms apartment in Warmoesstraat 12,2500.0,2,[],pararius,amsterdam
316,Waalstraat,60.0,2018-02-16,apartment,2017-11-05T10:24:58,amsterdam-zuid,668760,52.34378541,4.90179657,3 rooms apartment in Waalstraat,1650.0,3,[],pararius,amsterdam
318,Leiduinstraat 22,89.0,2018-02-16,apartment,2017-12-14T08:38:33,amsterdam-zuid,815314,52.35366714,4.84676279,3 rooms apartment in Leiduinstraat 22,1950.0,3,[],pararius,amsterdam
322,Rapenburg,50.0,2018-02-16,apartment,2018-01-18T06:41:04,amsterdam-centrum,926972,52.37191363,4.90758273,2 rooms apartment in Rapenburg,1600.0,2,[],pararius,amsterdam
323,Waalstraat,60.0,2018-02-16,apartment,2017-11-05T10:24:58,amsterdam-zuid,668760,52.34378541,4.90179657,3 rooms apartment in Waalstraat,1650.0,3,[],pararius,amsterdam
325,Leiduinstraat 22,89.0,2018-02-16,apartment,2017-12-14T08:38:33,amsterdam-zuid,815314,52.35366714,4.84676279,3 rooms apartment in Leiduinstraat 22,1950.0,3,[],pararius,amsterdam
326,Warmoesstraat 12,70.0,2018-02-16,apartment,2017-10-21T07:17:39,amsterdam-centrum,613653,52.37614845,4.89918084,2 rooms apartment in Warmoesstraat 12,2500.0,2,[],pararius,amsterdam
329,Olympiaweg 56,44.0,2018-02-16,apartment,2018-02-02T06:24:06,amsterdam-zuid,992393,52.34790036,4.86147994,2 rooms apartment in Olympiaweg 56,1500.0,2,[],pararius,amsterdam
331,Spadinalaan,80.0,2018-02-16,apartment,2017-10-21T07:13:11,amsterdam-noord,613405,52.38692349,4.90089728,2 rooms apartment in Spadinalaan,1850.0,2,[],pararius,amsterdam
332,Jacob Obrechtstraat,60.0,2018-02-16,apartment,2017-12-20T07:08:07,amsterdam-zuid,829874,52.35661418,4.87472556,2 rooms apartment in Jacob Obrechtstraat,1850.0,2,[],pararius,amsterdam
333,Ringvaartdijk,230.0,2018-02-16,apartment,2017-10-21T07:12:42,amsterdam-nieuw-west,613379,52.33643959,4.79667833,5 rooms apartment in Ringvaartdijk,3500.0,5,[],pararius,amsterdam
334,Haarlemmer Houttuinen 13,90.0,2018-02-16,apartment,2017-10-21T07:21:59,amsterdam-centrum,613915,52.38052962,4.89243711,2 rooms apartment in Haarlemmer Houttuinen 13,2150.0,2,[],pararius,amsterdam
335,Amsteldijk,95.0,2018-02-16,apartment,2018-01-17T07:02:57,amsterdam-zuid,922064,52.34665487,4.91123109,2 rooms apartment in Amsteldijk,1750.0,2,[],pararius,amsterdam
336,Nieuwezijds Kolk 10,67.0,2018-02-16,apartment,2018-02-02T06:24:06,amsterdam-centrum,992392,52.37636419,4.89484619,3 rooms apartment in Nieuwezijds Kolk 10,1750.0,3,[],pararius,amsterdam
339,Van Breestraat,75.0,2018-02-16,apartment,2017-11-10T06:34:32,amsterdam-zuid,674995,52.356582200000005,4.87576264,2 rooms apartment in Van Breestraat,1600.0,2,[],pararius,amsterdam
343,Klaas Katerstraat,73.0,2018-02-16,apartment,2017-10-21T07:30:31,amsterdam-nieuw-west,614425,52.34999082,4.79593705,3 rooms apartment in Klaas Katerstraat,1400.0,3,[],pararius,amsterdam
350,Korte Leidsedwarsstraat,102.0,2018-02-16,apartment,2018-01-05T07:47:59,amsterdam-centrum,867753,52.36370092,4.88425457,3 rooms apartment in Korte Leidsedwarsstraat,2300.0,3,[],pararius,amsterdam
352,Herengracht 455,150.0,2018-02-16,apartment,2017-10-21T07:17:38,amsterdam-centrum,613652,52.36657986,4.88918459,4 rooms apartment in Herengracht 455,3750.0,4,[],pararius,amsterdam
353,Brouwersgracht,130.0,2018-02-16,apartment,2018-01-23T06:01:13,amsterdam-centrum,943224,52.3792059,4.89092269,3 rooms apartment in Brouwersgracht,2750.0,3,[],pararius,amsterdam
358,Koninginneweg 255,70.0,2018-02-16,apartment,2017-12-14T08:32:20,amsterdam-zuid,815284,52.35170361,4.8577655,3 rooms apartment in Koninginneweg 255,1800.0,3,[],pararius,amsterdam
364,Bosboom Toussaintstraat 68,143.0,2018-02-16,apartment,2017-11-15T07:33:52,amsterdam-west,682231,52.36520466,4.87442996,5 rooms apartment in Bosboom Toussaintstraat 68,2950.0,5,[],pararius,amsterdam
370,Diopter,125.0,2018-02-16,apartment,2018-02-04T06:46:01,amsterdam-noord,1000955,52.40885929,4.92963898,5 rooms apartment in Diopter,1083.0,5,[],pararius,amsterdam
371,Herengracht,120.0,2018-02-16,apartment,2017-10-21T06:56:44,amsterdam-centrum,612386,52.367297799999996,4.88679794,3 rooms apartment in Herengracht,2850.0,3,[],pararius,amsterdam
378,Spuistraat,65.0,2018-02-16,apartment,2017-11-15T07:43:10,amsterdam-centrum,682353,52.37125449,4.8894657,3 rooms apartment in Spuistraat,2060.0,3,[],pararius,amsterdam
379,Prinsengracht 612,112.0,2018-02-16,apartment,2017-12-12T02:02:36,amsterdam-centrum,807350,52.36217824,4.88974783,3 rooms apartment in Prinsengracht 612,2750.0,3,[],pararius,amsterdam
380,Prinsengracht 612,112.0,2018-02-16,apartment,2017-12-12T02:02:36,amsterdam-centrum,807350,52.36217824,4.88974783,3 rooms apartment in Prinsengracht 612,2750.0,3,[],pararius,amsterdam
382,Singel,85.0,2018-02-16,apartment,2017-10-21T06:59:27,amsterdam-centrum,612571,52.37424429,4.88868736,3 rooms apartment in Singel,2350.0,3,[],pararius,amsterdam
383,Herengracht 123,110.0,2018-02-16,apartment,2018-01-06T09:58:28,amsterdam-centrum,875733,52.37599109,4.88944606,2 rooms apartment in Herengracht 123,2500.0,2,[],pararius,amsterdam
384,Lijnbaansgracht,90.0,2018-02-16,apartment,2017-12-16T08:29:10,amsterdam-centrum,822217,52.36993826,4.87791398,2 rooms apartment in Lijnbaansgracht,1800.0,2,[],pararius,amsterdam
385,'s-Gravelandse Veer 7,100.0,2018-02-16,apartment,2017-10-21T07:36:02,amsterdam-centrum,614745,52.36782465,4.89671759,3 rooms apartment in 's-Gravelandse Veer 7,2250.0,3,[],pararius,amsterdam
386,Rustenburgerstraat 146,55.0,2018-02-16,apartment,2018-02-07T06:56:04,amsterdam-zuid,1007897,52.35282041,4.90017126,2 rooms apartment in Rustenburgerstraat 146,1750.0,2,[],pararius,amsterdam
387,Frederik Hendrikplantsoen 96,60.0,2018-02-16,apartment,2018-01-13T06:48:32,amsterdam-west,909094,52.37884899,4.87511587,3 rooms apartment in Frederik Hendrikplantsoen 96,1850.0,3,[],pararius,amsterdam
391,Keizersgracht,116.0,2018-02-16,apartment,2017-12-07T09:01:46,amsterdam-centrum,791148,52.37954076,4.88933278,3 rooms apartment in Keizersgracht,1995.0,3,[],pararius,amsterdam
392,Gerard Doustraat,100.0,2018-02-16,apartment,2018-01-10T14:51:21,amsterdam-zuid,899713,52.35517486,4.88715482,2 rooms apartment in Gerard Doustraat,2000.0,2,[],pararius,amsterdam
393,Henri Dunantstraat,115.0,2018-02-16,apartment,2017-10-21T07:50:00,amsterdam-nieuw-west,615553,52.34810124,4.83011774,4 rooms apartment in Henri Dunantstraat,1391.0,4,[],pararius,amsterdam
398,Willeskopstraat 36,76.0,2018-02-16,apartment,2018-01-18T06:48:30,amsterdam-zuidoost,927095,52.29551115,4.98545431,4 rooms apartment in Willeskopstraat 36,1400.0,4,[],pararius,amsterdam
400,Herengracht,120.0,2018-02-16,apartment,2017-10-21T06:56:44,amsterdam-centrum,612386,52.367297799999996,4.88679794,3 rooms apartment in Herengracht,2850.0,3,[],pararius,amsterdam
408,Bart de Ligtstraat,95.0,2018-02-16,apartment,2018-01-28T06:34:16,amsterdam-oost,968536,52.34700914,4.92120692,4 rooms apartment in Bart de Ligtstraat,1415.0,4,[],pararius,amsterdam
410,Anna van den Vondelstraat 15,70.0,2018-02-16,apartment,2018-01-21T06:37:48,amsterdam-west,936691,52.36058370000001,4.87000582,3 rooms apartment in Anna van den Vondelstraat 15,1800.0,3,[],pararius,amsterdam
413,Jan van Zutphenstraat 913,97.0,2018-02-16,apartment,2018-01-31T06:41:04,amsterdam-nieuw-west,981616,52.34953271,4.79779244,3 rooms apartment in Jan van Zutphenstraat 913,1375.0,3,[],pararius,amsterdam
414,Tweede Oosterparkstraat,130.0,2018-02-16,apartment,2018-01-05T07:28:24,amsterdam-oost,867546,52.35767007,4.91930409,5 rooms apartment in Tweede Oosterparkstraat,2250.0,5,[],pararius,amsterdam
415,Ruysdaelstraat 47,60.0,2018-02-16,apartment,2018-01-19T06:17:38,amsterdam-zuid,928796,52.3539922,4.88379214,2 rooms apartment in Ruysdaelstraat 47,1575.0,2,[],pararius,amsterdam
